Plant_Type,Soil_Moisture,Temperature,Humidity,Light_Lux,Status
Lidah Buaya,39.46,23.17,48.76,5015.97,NORMAL
Lidah Buaya,14.1,25.87,26.53,41053.93,NORMAL
Bayam,29.07,22.13,56.16,11678.95,THIRSTY
Bayam,87.49,20.59,32.28,42937.56,SQUINT
Kacang Hijau,67.3,32.31,39.13,13769.06,NORMAL
Sirih Gading,51.32,27.2,65.86,43605.3,SQUINT
Sirih Gading,44.63,35.29,25.14,36350.93,HOT
Lidah Buaya,10.56,27.53,42.03,36612.01,NORMAL
Sirih Gading,91.66,29.52,63.23,35274.83,SICK
Lidah Buaya,6.21,25.83,57.07,4492.9,NORMAL
Bayam,73.8,17.61,73.95,38363.92,COLD
Sirih Gading,28.54,38.73,53.81,42210.48,HOT
Lidah Buaya,25.9,37.4,49.79,45083.46,HOT
Lidah Buaya,61.4,18.31,90.37,17736.25,NORMAL
Bayam,53.55,30.0,23.43,11521.1,NORMAL
Bayam,16.7,29.98,78.12,35882.28,THIRSTY
Bayam,97.76,39.0,10.0,232.22,HOT
Kacang Hijau,77.96,20.51,39.78,17506.26,NORMAL
Bayam,17.43,15.44,94.66,31094.1,COLD
Bayam,12.21,31.55,48.71,5634.89,THIRSTY
Sirih Gading,21.05,39.79,51.74,25072.07,HOT
Bayam,9.88,27.23,73.58,3479.59,THIRSTY
Lidah Buaya,5.16,17.42,47.88,49812.1,COLD
Bayam,8.66,34.76,39.66,29622.27,THIRSTY
Bayam,44.95,27.99,63.24,12083.56,NORMAL
Lidah Buaya,32.19,30.6,60.31,40757.23,NORMAL
Sirih Gading,33.85,39.14,22.7,354.59,HOT
Bayam,83.11,27.52,84.94,45586.89,SQUINT
Lidah Buaya,15.86,28.37,16.36,32084.33,NORMAL
Lidah Buaya,41.35,37.38,49.41,18077.77,HOT
Bayam,78.0,32.54,61.63,23893.87,NORMAL
Kacang Hijau,22.86,38.85,41.66,33585.03,HOT
Bayam,53.59,31.93,58.45,44261.45,SQUINT
Lidah Buaya,95.48,15.2,93.67,35806.75,COLD
Bayam,22.51,17.1,68.02,20538.85,COLD
Lidah Buaya,4.08,36.83,16.64,33613.58,HOT
Sirih Gading,55.06,36.93,19.13,9624.66,HOT
Lidah Buaya,66.74,37.46,69.28,48595.71,HOT
Lidah Buaya,58.29,28.14,21.67,30586.9,NORMAL
Kacang Hijau,37.33,36.54,68.91,13537.23,HOT
Sirih Gading,75.27,37.06,10.0,23688.66,HOT
Lidah Buaya,14.77,22.49,35.41,15745.48,NORMAL
Kacang Hijau,66.17,17.51,32.4,30122.47,COLD
Bayam,79.87,33.09,54.74,12855.73,NORMAL
Kacang Hijau,75.03,34.81,49.19,7602.43,NORMAL
Lidah Buaya,90.54,25.91,48.97,28809.27,SICK
Kacang Hijau,75.14,30.26,21.59,32847.76,SQUINT
Lidah Buaya,14.85,25.22,41.9,218.68,GLOOMY
Bayam,64.82,16.36,91.91,20201.01,COLD
Lidah Buaya,68.67,24.14,34.01,49747.5,SQUINT
Kacang Hijau,53.25,36.76,46.55,5769.73,HOT
Bayam,88.53,15.82,66.56,18079.51,COLD
Bayam,36.42,19.43,72.74,42618.27,THIRSTY
Bayam,47.02,39.8,10.6,43601.49,HOT
Bayam,90.12,25.77,53.97,13041.76,NORMAL
Lidah Buaya,61.33,30.84,38.02,40687.41,NORMAL
Bayam,70.29,16.82,82.26,30702.18,COLD
Sirih Gading,89.86,21.69,53.7,44812.84,SQUINT
Bayam,18.36,23.23,64.53,14244.43,THIRSTY
Bayam,50.79,18.03,30.88,49915.35,SQUINT
Bayam,78.86,18.99,43.38,8359.79,NORMAL
Sirih Gading,65.1,21.19,70.89,41225.85,SQUINT
Bayam,2.83,26.84,62.63,745.51,THIRSTY
Sirih Gading,26.0,21.44,34.84,19252.9,SQUINT
Lidah Buaya,67.03,20.34,73.67,45056.56,NORMAL
Sirih Gading,24.19,29.34,73.25,43814.62,SQUINT
Lidah Buaya,91.11,19.94,84.94,40654.35,SICK
Kacang Hijau,5.71,38.92,10.0,14109.35,HOT
Sirih Gading,77.15,17.12,88.36,45756.94,COLD
Lidah Buaya,8.11,16.54,95.0,45711.57,COLD
Sirih Gading,43.68,39.89,15.35,26009.04,HOT
Bayam,68.98,26.65,34.24,28278.22,NORMAL
Bayam,5.86,20.31,87.07,10774.1,THIRSTY
Bayam,9.09,19.72,81.04,25738.37,THIRSTY
Lidah Buaya,64.5,27.1,49.61,27781.74,NORMAL
Kacang Hijau,37.25,20.5,51.28,3435.68,NORMAL
Kacang Hijau,18.14,20.2,29.06,29152.08,THIRSTY
Sirih Gading,79.25,21.63,73.21,15339.71,SQUINT
Sirih Gading,1.5,38.96,10.0,8055.0,HOT
Bayam,83.11,28.96,74.36,14102.12,NORMAL
Kacang Hijau,54.66,26.51,78.26,19020.03,NORMAL
Lidah Buaya,38.37,31.75,42.77,5957.85,NORMAL
Kacang Hijau,25.76,30.91,14.71,2976.24,THIRSTY
Sirih Gading,26.25,29.92,36.23,6094.46,NORMAL
Lidah Buaya,68.37,28.53,33.7,48968.79,SQUINT
Sirih Gading,80.43,29.65,60.22,32957.78,SQUINT
Bayam,57.44,37.2,18.83,38418.25,HOT
Lidah Buaya,39.84,29.94,77.48,15954.77,NORMAL
Lidah Buaya,25.52,31.16,58.85,30027.88,NORMAL
Kacang Hijau,39.51,35.13,63.96,2563.17,HOT
Sirih Gading,14.95,27.91,50.96,5191.97,THIRSTY
Lidah Buaya,98.18,38.15,56.19,40327.26,HOT
Lidah Buaya,34.62,20.03,64.08,26294.65,NORMAL
Lidah Buaya,22.02,36.13,10.0,33276.7,HOT
Lidah Buaya,48.81,36.27,59.34,19071.91,HOT
Lidah Buaya,40.91,22.47,32.15,1425.92,GLOOMY
Bayam,19.28,15.19,67.98,31368.78,COLD
Kacang Hijau,47.68,35.71,10.0,31504.66,HOT
Bayam,50.25,19.11,45.42,13558.89,NORMAL
Kacang Hijau,74.16,19.88,61.94,24628.45,NORMAL
Lidah Buaya,54.6,20.11,31.43,35015.28,NORMAL
Kacang Hijau,96.94,19.09,56.24,12906.67,SICK
Kacang Hijau,92.47,23.53,30.15,43866.97,SICK
Bayam,38.95,18.5,54.13,25564.79,THIRSTY
Sirih Gading,8.59,22.62,36.3,35705.96,THIRSTY
Sirih Gading,72.95,38.32,26.84,1017.05,HOT
Lidah Buaya,48.19,17.07,73.27,48897.9,COLD
Kacang Hijau,33.16,38.63,47.34,25028.97,HOT
Lidah Buaya,9.81,25.02,48.34,48774.52,SQUINT
Sirih Gading,3.89,17.59,88.01,32947.14,COLD
Sirih Gading,23.81,38.59,10.0,46922.38,HOT
Kacang Hijau,10.54,35.74,53.55,41942.69,HOT
Lidah Buaya,89.64,39.96,22.67,19096.62,HOT
Lidah Buaya,99.27,36.65,68.25,47959.67,HOT
Lidah Buaya,99.28,19.52,73.49,31129.54,SICK
Kacang Hijau,88.45,33.54,45.46,27699.66,SQUINT
Bayam,8.41,18.89,74.66,9066.29,THIRSTY
Bayam,73.13,32.5,66.58,49466.66,SQUINT
Bayam,13.34,31.8,12.05,34318.61,THIRSTY
Bayam,37.5,19.18,95.0,5346.28,THIRSTY
Sirih Gading,83.66,24.34,47.84,32539.42,SQUINT
Bayam,47.23,25.25,88.99,27691.8,NORMAL
Lidah Buaya,29.71,38.43,23.73,11703.12,HOT
Bayam,30.06,24.33,50.23,32831.1,THIRSTY
Kacang Hijau,63.77,29.74,55.83,12101.1,NORMAL
Bayam,26.55,21.36,79.54,10437.13,THIRSTY
Sirih Gading,60.38,25.61,69.11,14946.31,NORMAL
Lidah Buaya,46.52,37.35,52.19,4325.46,HOT
Lidah Buaya,57.38,28.89,69.56,13265.32,NORMAL
Sirih Gading,76.22,35.67,43.38,35680.37,HOT
Bayam,76.44,20.12,75.13,41992.98,SQUINT
Sirih Gading,60.49,21.95,85.47,30704.54,SQUINT
Sirih Gading,85.33,19.23,95.0,24916.65,SQUINT
Bayam,39.93,33.42,22.46,25394.71,THIRSTY
Lidah Buaya,7.81,29.73,51.39,47158.15,NORMAL
Sirih Gading,10.18,21.2,28.25,36424.7,THIRSTY
Kacang Hijau,34.08,24.3,75.4,46537.87,SQUINT
Bayam,49.72,26.35,46.53,2021.94,NORMAL
Sirih Gading,20.05,29.02,20.63,20673.29,SQUINT
Bayam,59.13,34.6,28.87,35781.96,SQUINT
Sirih Gading,49.57,34.76,26.07,21055.95,SQUINT
Sirih Gading,19.77,29.04,25.9,15940.87,THIRSTY
Sirih Gading,6.72,29.21,44.45,23234.47,THIRSTY
Sirih Gading,40.74,21.37,59.68,49328.47,SQUINT
Kacang Hijau,30.72,30.57,27.23,27322.93,SQUINT
Kacang Hijau,76.94,15.33,70.33,46739.78,COLD
Lidah Buaya,86.95,26.22,78.58,23534.56,SICK
Lidah Buaya,78.64,39.93,40.39,16700.73,HOT
Sirih Gading,19.82,16.31,92.72,43719.9,COLD
Kacang Hijau,41.74,15.17,70.49,11105.39,COLD
Sirih Gading,0.37,26.36,32.61,12075.31,THIRSTY
Bayam,14.07,39.64,34.57,10983.73,HOT
Kacang Hijau,80.67,24.27,84.23,49242.92,SQUINT
Bayam,16.79,38.97,59.4,16341.02,HOT
Kacang Hijau,13.88,18.2,40.83,32043.74,THIRSTY
Lidah Buaya,37.28,30.21,62.26,33983.79,NORMAL
Sirih Gading,32.17,27.09,51.94,6608.09,NORMAL
Bayam,35.88,22.74,40.21,45733.26,THIRSTY
Lidah Buaya,8.16,30.0,14.83,24079.45,NORMAL
Sirih Gading,66.85,22.11,27.63,43138.54,SQUINT
Bayam,65.68,21.81,30.45,32690.23,NORMAL
Bayam,91.73,15.93,43.46,22971.94,COLD
Sirih Gading,0.53,28.85,79.38,37411.94,THIRSTY
Lidah Buaya,36.83,23.21,85.13,36218.14,NORMAL
Kacang Hijau,72.34,21.47,55.71,452.71,GLOOMY
Sirih Gading,79.01,28.59,19.71,10889.04,NORMAL
Bayam,22.65,38.67,19.91,6456.82,HOT
Lidah Buaya,47.27,39.36,14.0,3056.88,HOT
Bayam,89.15,20.36,32.15,42384.06,SQUINT
Sirih Gading,91.02,17.68,85.64,19141.67,COLD
Lidah Buaya,92.35,25.98,73.61,29965.02,SICK
Lidah Buaya,8.4,38.26,43.95,44249.68,HOT
Bayam,64.87,25.09,34.4,43559.35,SQUINT
Kacang Hijau,80.3,34.55,58.3,25900.4,SQUINT
Bayam,72.54,34.97,22.08,3417.42,NORMAL
Kacang Hijau,96.56,16.63,95.0,40419.87,COLD
Kacang Hijau,1.97,20.78,73.37,5205.43,THIRSTY
Bayam,76.23,19.46,93.02,24067.79,NORMAL
Sirih Gading,97.65,24.17,48.61,47733.32,SICK
Lidah Buaya,93.4,19.9,36.8,7209.47,SICK
Sirih Gading,7.22,22.99,64.44,7372.65,THIRSTY
Kacang Hijau,68.33,17.03,47.37,3806.54,COLD
Kacang Hijau,38.06,17.91,87.86,43898.72,COLD
Lidah Buaya,68.37,39.15,65.07,39890.72,HOT
Sirih Gading,91.48,20.88,60.78,10585.72,SICK
Lidah Buaya,94.91,15.82,76.32,49486.16,COLD
Lidah Buaya,78.1,30.85,19.25,36033.82,NORMAL
Sirih Gading,67.42,19.73,90.97,31663.45,SQUINT
Bayam,52.68,26.19,72.48,15835.86,NORMAL
Kacang Hijau,33.22,35.27,63.1,34680.9,HOT
Lidah Buaya,57.71,18.45,45.39,13249.04,NORMAL
Lidah Buaya,73.82,19.09,34.9,13660.09,NORMAL
Bayam,47.35,29.51,75.41,37328.33,SQUINT
Kacang Hijau,57.16,38.23,39.12,13998.95,HOT
Sirih Gading,63.81,27.16,37.65,14407.61,NORMAL
Sirih Gading,36.44,29.9,44.88,17650.24,SQUINT
Sirih Gading,34.3,24.79,38.67,20535.02,SQUINT
Kacang Hijau,61.96,32.39,10.0,17774.65,NORMAL
Kacang Hijau,78.05,23.84,38.33,13740.3,NORMAL
Sirih Gading,31.44,27.96,47.89,29048.43,SQUINT
Sirih Gading,46.39,27.31,30.0,12290.93,NORMAL
Lidah Buaya,20.29,31.61,51.93,21412.54,NORMAL
Kacang Hijau,91.66,35.56,64.19,21549.26,HOT
Sirih Gading,68.6,19.06,91.56,12495.09,NORMAL
Lidah Buaya,41.31,30.42,23.95,24123.77,NORMAL
Lidah Buaya,68.76,33.75,21.18,17463.25,NORMAL
Bayam,21.39,25.84,32.9,290.19,THIRSTY
Lidah Buaya,9.95,21.11,89.09,32808.09,NORMAL
Sirih Gading,56.93,29.48,75.51,31586.12,SQUINT
Kacang Hijau,22.81,35.48,66.17,10602.24,HOT
Lidah Buaya,80.02,34.57,18.29,32086.85,SICK
Bayam,55.55,15.12,70.46,41246.92,COLD
Bayam,6.97,26.24,66.4,42992.57,THIRSTY
Lidah Buaya,8.96,28.23,82.39,34152.49,NORMAL
Sirih Gading,43.95,23.57,31.82,24816.14,SQUINT
Lidah Buaya,41.43,34.32,67.42,25106.4,NORMAL
Kacang Hijau,51.17,16.28,60.93,24164.71,COLD
Bayam,12.92,25.28,36.61,42870.74,THIRSTY
Bayam,62.71,20.94,31.77,16818.44,NORMAL
Sirih Gading,81.0,29.41,37.33,11914.48,NORMAL
Bayam,27.21,20.32,53.23,4415.64,THIRSTY
Sirih Gading,51.84,24.23,30.65,5630.46,NORMAL
Sirih Gading,50.06,18.61,82.72,45589.26,SQUINT
Kacang Hijau,3.04,36.72,42.36,46547.43,HOT
Kacang Hijau,9.31,28.24,32.07,44860.79,THIRSTY
Lidah Buaya,29.24,18.81,32.43,43332.85,NORMAL
Kacang Hijau,39.19,32.3,23.48,44783.74,SQUINT
Kacang Hijau,1.39,25.01,76.82,32468.94,THIRSTY
Bayam,39.56,32.19,78.72,31227.93,THIRSTY
Sirih Gading,90.13,24.09,66.24,8196.01,SICK
Bayam,94.42,22.38,25.42,8485.67,NORMAL
Lidah Buaya,56.27,27.49,68.53,4165.13,NORMAL
Bayam,25.21,37.16,41.11,47744.49,HOT
Lidah Buaya,23.14,38.55,45.57,12587.22,HOT
Kacang Hijau,18.79,37.7,36.45,3848.58,HOT
Lidah Buaya,51.43,36.56,13.7,29857.54,HOT
Kacang Hijau,96.95,17.8,58.65,43275.36,COLD
Lidah Buaya,68.12,39.98,38.81,34120.31,HOT
Bayam,74.01,21.17,72.54,22406.43,NORMAL
Sirih Gading,90.59,21.34,91.33,28340.31,SICK
Sirih Gading,96.79,33.53,65.13,44491.82,SICK
Sirih Gading,36.5,18.87,42.0,21621.86,SQUINT
Sirih Gading,97.01,34.16,73.89,43253.55,SICK
Kacang Hijau,94.6,31.14,13.98,42108.27,SICK
Sirih Gading,28.25,31.49,54.0,18901.25,SQUINT
Kacang Hijau,54.03,18.66,87.81,42233.3,SQUINT
Bayam,21.39,27.2,86.0,20892.81,THIRSTY
Kacang Hijau,81.72,21.45,71.53,27760.04,SQUINT
Kacang Hijau,48.67,25.97,69.32,43671.16,SQUINT
Kacang Hijau,55.35,19.04,61.97,28514.35,SQUINT
Bayam,67.53,35.69,10.0,46624.79,HOT
Sirih Gading,36.97,30.24,53.11,24302.88,SQUINT
Kacang Hijau,12.56,28.03,83.77,847.38,THIRSTY
Kacang Hijau,93.37,38.31,10.0,34193.32,HOT
Sirih Gading,39.15,30.35,18.12,35666.09,SQUINT
Sirih Gading,34.25,30.29,60.79,5398.12,NORMAL
Kacang Hijau,66.51,33.22,30.32,27828.92,SQUINT
Kacang Hijau,50.55,27.14,18.72,48200.87,SQUINT
Sirih Gading,60.73,32.03,59.57,4428.92,NORMAL
Kacang Hijau,45.91,35.59,31.04,15164.29,HOT
Lidah Buaya,4.29,18.73,53.64,35973.84,THIRSTY
Lidah Buaya,39.29,27.44,46.94,24984.53,NORMAL
Bayam,28.74,27.03,58.72,29624.32,THIRSTY
Lidah Buaya,50.26,20.91,89.73,32806.85,NORMAL
Kacang Hijau,41.48,17.88,92.51,19363.72,COLD
Lidah Buaya,49.86,23.58,70.23,9533.8,NORMAL
Sirih Gading,44.01,28.4,46.33,4556.87,NORMAL
Sirih Gading,51.94,21.23,41.39,28134.44,SQUINT
Bayam,96.59,37.37,10.0,23676.51,HOT
Sirih Gading,45.15,17.42,73.81,46923.41,COLD
Kacang Hijau,72.23,17.49,48.29,42784.82,COLD
Sirih Gading,39.38,23.16,75.7,30410.57,SQUINT
Lidah Buaya,65.1,25.67,82.14,19917.77,NORMAL
Lidah Buaya,52.65,36.45,10.0,26971.33,HOT
Lidah Buaya,69.2,34.01,57.28,41076.99,NORMAL
Bayam,99.59,28.66,20.68,44864.83,SICK
Sirih Gading,56.46,22.37,48.76,12616.14,NORMAL
Lidah Buaya,45.23,17.72,95.0,36722.36,COLD
Lidah Buaya,45.28,24.24,63.61,38899.31,NORMAL
Lidah Buaya,6.37,36.72,63.23,42298.1,HOT
Bayam,35.92,15.41,91.42,29020.91,COLD
Lidah Buaya,44.68,32.97,46.35,40489.2,NORMAL
Bayam,14.56,23.06,52.61,41556.95,THIRSTY
Lidah Buaya,62.87,24.21,50.24,45726.44,NORMAL
Bayam,94.77,39.36,10.0,18433.87,HOT
Lidah Buaya,33.6,39.23,48.06,7357.89,HOT
Sirih Gading,48.18,15.72,82.2,6217.27,COLD
Sirih Gading,96.44,18.39,95.0,8186.45,SICK
Sirih Gading,24.19,27.44,40.35,19925.1,SQUINT
Lidah Buaya,45.93,31.29,48.02,45381.55,NORMAL
Lidah Buaya,46.78,26.44,41.7,15570.79,NORMAL
Lidah Buaya,23.26,32.93,35.77,17145.13,NORMAL
Lidah Buaya,20.06,19.25,91.98,49479.35,SQUINT
Kacang Hijau,8.16,28.16,66.47,3017.6,THIRSTY
Lidah Buaya,88.19,24.92,89.47,37479.31,SICK
Lidah Buaya,10.56,37.4,53.52,49088.37,HOT
Kacang Hijau,12.3,29.43,16.42,27932.12,THIRSTY
Sirih Gading,96.15,16.6,92.97,12337.37,COLD
Kacang Hijau,7.1,17.13,58.8,10539.66,COLD
Kacang Hijau,71.17,38.79,68.96,49057.19,HOT
Bayam,24.34,39.23,52.8,2005.83,HOT
Kacang Hijau,29.99,19.92,44.25,32139.75,THIRSTY
Sirih Gading,53.9,24.91,87.61,14393.98,NORMAL
Sirih Gading,66.4,27.59,74.22,16918.39,SQUINT
Bayam,96.41,33.89,68.29,16227.6,SICK
Kacang Hijau,0.0,18.2,83.79,20828.29,THIRSTY
Kacang Hijau,76.1,28.86,14.58,1765.57,NORMAL
Kacang Hijau,45.83,24.7,65.47,27280.84,SQUINT
Sirih Gading,7.54,38.15,10.0,12517.94,HOT
Bayam,79.28,18.94,65.23,21632.12,NORMAL
Kacang Hijau,59.06,33.86,34.24,33050.71,SQUINT
Kacang Hijau,22.72,19.37,88.34,41852.06,THIRSTY
Bayam,34.6,34.15,37.44,22560.27,THIRSTY
Sirih Gading,99.74,20.24,27.97,14053.69,SICK
Bayam,29.8,28.22,56.48,1753.25,THIRSTY
Kacang Hijau,57.35,35.69,57.48,47802.36,HOT
Kacang Hijau,19.58,38.89,10.0,378.14,HOT
Lidah Buaya,5.81,25.19,21.57,42812.2,NORMAL
Bayam,87.0,20.24,50.12,37313.3,SQUINT
Bayam,87.91,28.94,81.08,20225.82,NORMAL
Bayam,12.23,36.52,60.23,42429.38,HOT
Bayam,10.79,21.56,48.16,46753.83,THIRSTY
Bayam,68.15,22.31,47.16,17472.38,NORMAL
Lidah Buaya,1.38,20.61,92.76,27299.71,THIRSTY
Sirih Gading,97.25,27.13,22.79,25900.52,SICK
Bayam,6.68,23.78,80.44,47117.18,THIRSTY
Kacang Hijau,92.72,31.62,65.75,11732.1,SICK
Lidah Buaya,15.51,29.39,72.97,760.83,GLOOMY
Sirih Gading,27.49,29.96,14.73,1639.99,NORMAL
Lidah Buaya,20.47,23.65,69.43,30917.02,NORMAL
Lidah Buaya,56.62,25.95,43.69,11896.21,NORMAL
Bayam,12.32,22.11,64.61,34510.54,THIRSTY
Kacang Hijau,16.43,20.04,38.89,40728.74,THIRSTY
Lidah Buaya,68.17,17.78,72.15,46716.5,COLD
Kacang Hijau,62.29,34.25,21.23,4267.37,NORMAL
Bayam,1.78,17.75,60.61,1677.96,COLD
Sirih Gading,82.29,25.81,76.79,9443.51,NORMAL
Kacang Hijau,76.9,39.92,36.51,47238.29,HOT
Sirih Gading,86.77,20.19,67.04,21605.81,SQUINT
Sirih Gading,50.97,35.06,59.99,15003.35,HOT
Sirih Gading,67.85,33.47,74.49,28528.07,SQUINT
Sirih Gading,93.15,31.9,38.0,4450.49,SICK
Bayam,85.03,16.16,82.61,21703.55,COLD
Lidah Buaya,5.04,25.99,63.99,32667.0,NORMAL
Lidah Buaya,58.91,28.72,58.81,45759.69,NORMAL
Kacang Hijau,91.76,18.65,95.0,44373.45,SICK
Bayam,26.28,32.9,61.49,2261.48,THIRSTY
Sirih Gading,49.1,23.84,43.84,16036.68,SQUINT
Lidah Buaya,68.17,23.21,55.44,45588.73,NORMAL
Kacang Hijau,32.37,34.24,19.24,21271.82,NORMAL
Kacang Hijau,94.44,16.41,59.05,32086.72,COLD
Sirih Gading,17.13,26.58,59.58,37081.89,THIRSTY
Kacang Hijau,44.15,16.44,71.31,44385.21,COLD
Sirih Gading,3.56,25.84,47.58,24898.82,THIRSTY
Lidah Buaya,42.73,27.8,73.95,21115.69,NORMAL
Bayam,87.87,32.32,50.48,17844.43,NORMAL
Kacang Hijau,13.93,30.69,34.9,39701.26,THIRSTY
Kacang Hijau,82.18,32.4,35.69,32975.54,SQUINT
Sirih Gading,13.17,21.16,30.19,42937.25,THIRSTY
Lidah Buaya,43.91,30.2,55.88,24330.5,NORMAL
Kacang Hijau,85.5,26.28,30.92,44127.99,SQUINT
Bayam,13.88,29.08,21.84,15001.52,THIRSTY
Kacang Hijau,77.71,24.41,26.74,27920.21,SQUINT
Lidah Buaya,18.67,37.51,22.73,41928.88,HOT
Bayam,83.96,22.84,69.8,18018.91,NORMAL
Kacang Hijau,62.05,18.51,76.72,37112.66,SQUINT
Lidah Buaya,57.26,20.8,29.63,16792.72,NORMAL
Bayam,90.93,19.43,30.36,411.16,GLOOMY
Bayam,7.75,17.98,37.72,29662.97,COLD
Kacang Hijau,13.1,20.47,30.99,30299.85,THIRSTY
Lidah Buaya,53.5,28.26,42.88,31414.66,NORMAL
Lidah Buaya,42.86,15.25,67.64,11693.39,COLD
Bayam,91.49,19.49,36.98,7013.36,NORMAL
Bayam,31.12,38.53,40.92,22483.99,HOT
Sirih Gading,73.95,25.83,74.73,21315.91,SQUINT
Kacang Hijau,85.4,20.01,35.13,21957.49,NORMAL
Kacang Hijau,73.15,31.94,39.59,41223.58,SQUINT
Sirih Gading,45.4,19.78,83.17,15083.11,SQUINT
Lidah Buaya,68.26,26.43,22.62,2332.07,NORMAL
Sirih Gading,97.56,35.91,71.85,3263.84,HOT
Sirih Gading,77.28,25.02,44.51,40158.53,SQUINT
Bayam,70.93,24.39,30.79,42728.26,SQUINT
Bayam,87.9,16.94,95.0,37734.13,COLD
Lidah Buaya,36.39,15.16,95.0,42404.73,COLD
Bayam,51.77,28.05,53.19,438.74,GLOOMY
Bayam,99.05,38.68,66.27,40382.98,HOT
Sirih Gading,22.01,22.37,25.01,14096.84,NORMAL
Lidah Buaya,97.18,20.81,45.86,8938.81,SICK
Bayam,53.41,22.74,66.57,10913.47,NORMAL
Bayam,86.07,37.01,44.46,770.75,HOT
Sirih Gading,27.82,35.26,42.18,3080.4,HOT
Lidah Buaya,42.91,16.95,71.79,880.83,COLD
Bayam,6.64,31.37,13.48,27591.41,THIRSTY
Sirih Gading,37.34,18.84,54.91,7570.52,NORMAL
Bayam,19.26,32.37,37.03,17804.48,THIRSTY
Lidah Buaya,28.53,28.26,20.93,26018.61,NORMAL
Kacang Hijau,39.62,23.11,48.48,34773.36,SQUINT
Sirih Gading,31.93,32.82,56.44,12610.12,NORMAL
Kacang Hijau,72.4,30.31,73.19,6027.92,NORMAL
Bayam,89.6,27.11,75.06,20731.0,NORMAL
Lidah Buaya,6.99,36.65,64.31,20955.25,HOT
Sirih Gading,81.38,31.34,64.66,24675.46,SQUINT
Kacang Hijau,50.74,17.85,54.9,43711.13,COLD
Lidah Buaya,84.48,30.57,22.35,9788.76,SICK
Bayam,15.59,26.67,74.33,39497.41,THIRSTY
Kacang Hijau,22.53,17.85,41.31,12548.33,COLD
Kacang Hijau,16.04,25.98,61.27,33682.27,THIRSTY
Lidah Buaya,30.61,38.51,10.0,23166.3,HOT
Sirih Gading,62.49,24.54,30.56,36443.53,SQUINT
Kacang Hijau,37.48,27.81,40.2,31066.53,SQUINT
Lidah Buaya,27.27,32.65,36.08,168.94,GLOOMY
Kacang Hijau,48.85,39.02,36.48,20094.36,HOT
Kacang Hijau,79.0,36.7,58.86,15233.96,HOT
Bayam,47.97,21.63,26.24,42945.62,SQUINT
Lidah Buaya,38.78,35.64,35.59,11988.99,HOT
Sirih Gading,64.07,26.25,19.67,20696.3,SQUINT
Bayam,96.93,38.27,65.37,6268.94,HOT
Sirih Gading,98.27,37.59,10.0,43012.39,HOT
Bayam,75.83,20.94,54.0,32544.17,NORMAL
Kacang Hijau,48.09,25.72,20.97,33121.7,SQUINT
Lidah Buaya,2.6,19.88,37.71,11852.08,THIRSTY
Bayam,49.3,16.82,89.74,42339.15,COLD
Sirih Gading,0.23,28.44,18.29,12239.99,THIRSTY
Kacang Hijau,0.7,32.66,32.7,20174.05,THIRSTY
Kacang Hijau,22.43,33.23,75.33,33152.36,THIRSTY
Kacang Hijau,51.63,33.15,76.08,16147.82,NORMAL
Kacang Hijau,12.68,25.04,43.61,19587.12,THIRSTY
Sirih Gading,39.9,23.23,32.33,48995.72,SQUINT
Sirih Gading,42.84,26.69,59.87,1355.33,NORMAL
Bayam,0.86,24.15,42.56,41680.38,THIRSTY
Kacang Hijau,64.58,18.86,30.99,31845.12,SQUINT
Sirih Gading,94.87,30.79,29.31,8487.92,SICK
Kacang Hijau,89.07,36.54,43.09,29847.26,HOT
Bayam,76.06,17.89,35.66,24278.31,COLD
Lidah Buaya,18.49,28.43,47.19,15286.87,NORMAL
Sirih Gading,76.97,22.72,49.23,40546.76,SQUINT
Sirih Gading,9.58,33.01,56.1,46128.62,THIRSTY
Lidah Buaya,20.79,24.79,89.62,27238.98,NORMAL
Sirih Gading,8.26,16.37,73.44,7726.04,COLD
Sirih Gading,63.73,19.35,53.76,3534.83,NORMAL
Bayam,19.25,29.24,42.38,37256.64,THIRSTY
Bayam,9.33,29.72,67.41,8632.87,THIRSTY
Kacang Hijau,67.23,29.52,78.74,24063.9,NORMAL
Lidah Buaya,41.06,31.98,16.19,47107.33,NORMAL
Kacang Hijau,79.98,29.7,37.67,27734.35,SQUINT
Kacang Hijau,42.38,33.6,71.45,17106.63,NORMAL
Bayam,15.57,17.04,41.41,31521.09,COLD
Kacang Hijau,89.26,35.09,17.92,26967.11,HOT
Bayam,94.06,33.39,67.6,10085.23,NORMAL
Kacang Hijau,6.25,21.77,42.17,22947.03,THIRSTY
Kacang Hijau,15.34,26.55,83.98,29311.49,THIRSTY
Sirih Gading,85.43,35.89,15.05,34338.39,HOT
Kacang Hijau,41.88,19.38,92.43,19156.93,NORMAL
Bayam,28.06,30.65,67.08,27839.92,THIRSTY
Bayam,3.89,28.95,27.02,1799.49,THIRSTY
Kacang Hijau,27.09,26.85,67.38,10112.71,THIRSTY
Lidah Buaya,9.01,30.34,44.42,49828.07,SQUINT
Kacang Hijau,72.79,18.34,35.64,24823.06,NORMAL
Kacang Hijau,91.89,36.53,61.95,12612.05,HOT
Bayam,15.03,39.67,10.0,21176.2,HOT
Lidah Buaya,81.56,22.12,50.77,8960.49,SICK
Sirih Gading,82.59,36.26,41.64,15175.2,HOT
Sirih Gading,17.61,23.9,41.54,37166.65,THIRSTY
